entity_id,legal_name,short_name,country_code,sector,credit_rating,lei,incorporated_date,num_employees,annual_revenue_usd
ENT-000570,"Khan, Pena and Ruiz Capital","Khan, Pena",SE,Utilities,B+,1CCO00FH9194B70LDO99,1968-06-01,365132,10627599561
ENT-000571,"Smith, Rodriguez and Anderson Group","Smith, Rodriguez",NL,Insurance,A,LGPJ00DJHMXCQDJ5CU97,1900-04-24,277421,54124164
ENT-000572,Luna-Gallagher BV,Luna-Gallagher BV,NL,Materials,B,A6U4008GWGHM56VU6Z32,1905-06-12,326160,8335360274
ENT-000573,Williams-Williams LLC,Williams-Williams LLC,CA,Technology,A,,2005-11-19,271847,30493171938
ENT-000574,"Lee, Tran and Jones Holdings","Lee, Tran",SG,Insurance,AA,977700TNQETMNI3GOM71,2019-01-20,343315,40919702930
ENT-000575,"Cole, Pierce and Bryan Ltd","Cole, Pierce",LU,Telecommunications,AA+,S1XK00E1KWONRRLRNR46,1933-09-30,496395,17563026591
ENT-000576,"Becker, Wilson and Hester Corporation","Becker, Wilson",LU,Insurance,B,UGLB00B8NMT3YPS4SY15,1933-04-28,467861,48196363876
ENT-000577,Brooks-Hatfield NV,Brooks-Hatfield NV,NL,Asset Management,A+,HHXA007HY7AI33993N61,2007-06-08,129075,45620227930
ENT-000578,"Mcmillan, Fischer and Gonzalez BV","Mcmillan, Fischer",AU,Industrials,BBB-,,1936-10-05,492983,46723679318
ENT-000579,"Morales, Williams and Williams Limited","Morales, Williams",AU,Asset Management,BB+,A3N400G2JAYB1EYCEF72,1930-01-12,494677,20358644175
ENT-000580,"Cook, Wells and Bryant AB","Cook, Wells",DK,Hedge Fund,B+,K4J100O5HD4HSBREBN20,2010-05-29,194469,49126402193
ENT-000581,"Barry, Taylor and Velazquez & Partners","Barry, Taylor",JP,Insurance,BBB+,1XS90010BAF4JGQ6CN47,1933-01-04,328850,22309616528
ENT-000582,Martin-Ewing AG,Martin-Ewing AG,IT,Banking,BB-,P4VK00FTLECSAZ0LB697,1900-08-13,295032,6730119525
ENT-000583,"Kirby, Wheeler and Romero AB","Kirby, Wheeler",HK,Telecommunications,BB,BTA300RUNYN6IRJ9WR29,1940-03-01,75721,44181842344
ENT-000584,"Patel, Erickson and Evans Group","Patel, Erickson",CH,Private Equity,A,,1966-01-17,387986,25859828045
ENT-000585,Richardson Ltd Corporation,Richardson Ltd,CA,Hedge Fund,A-,QZTI00O4M7PP0PNNLO77,1934-04-08,298008,24132989756
ENT-000586,Whitney PLC BV,Whitney PLC,IT,Asset Management,B,1OXH00FDXK31WBHTFN76,1904-04-12,363849,26656613872
ENT-000587,Robles-Swanson LLC,Robles-Swanson LLC,LU,Utilities,AA,J0UF00O2HOQ5E7L7W014,1915-05-22,11264,21701507645
ENT-000588,"Soto, Carlson and Baker AG","Soto, Carlson",DE,Telecommunications,B+,6HFH004N6V3RZKDU6F63,1928-05-27,294483,45321974465
ENT-000589,"Patton, Parsons and Lane Corp","Patton, Parsons",ES,Healthcare,AAA,K4IE0086DB5RR1V9NP83,1988-03-28,496303,41540000296
ENT-000590,"Williams, Castillo and Warren AB","Williams, Castillo",SE,Transportation,BB,,1912-05-12,92932,39234383146
ENT-000591,"Harvey, Randall and Hernandez Corporation","Harvey, Randall",CA,Telecommunications,BBB,7D7800HWK22M9RWV9N42,1993-05-20,474113,3933968190
ENT-000592,"Allen, Armstrong and Graves NV","Allen, Armstrong",ES,Hedge Fund,NR,GXZJ009MJ9XXLB57AU48,1968-03-09,203641,47399286732
ENT-000593,Smith LLC LLC,Smith LLC,AU,Banking,A+,M24200OM7ZTRJ67DXL75,1919-03-18,127391,8909643003
ENT-000594,Hernandez-Vaughn Group,Hernandez-Vaughn Group,SE,Hedge Fund,AA,UIDC0000M6CU88WLXW17,1933-04-19,48089,393458576
ENT-000595,Shaw-Carr Group,Shaw-Carr Group,NO,Private Equity,A+,IBCL00TRH9VGKY5CGA32,1997-04-02,301703,17062818439
ENT-000596,Salas-Fitzgerald Group,Salas-Fitzgerald Group,FR,Utilities,A,CGL900FWVVSKP30TX842,1911-08-09,32316,30334521910
ENT-000597,Thornton PLC AB,Thornton PLC,SE,Real Estate,B+,,1914-05-07,353398,33140538867
ENT-000598,Hoffman Ltd Capital,Hoffman Ltd,GB,Insurance,BB+,,2005-07-13,404438,48797284110
ENT-000599,Fox-Edwards AB,Fox-Edwards AB,IE,Materials,B,CJ4Q000RR1L9GVBMQQ61,1981-02-18,80060,47854981610
ENT-000600,Stevens PLC Capital,Stevens PLC,DK,Energy,A,AFL900WOA2XGVGDOFM12,1954-06-18,435052,19539317706
ENT-000601,Payne-Lowe Partners,Payne-Lowe Partners,HK,Asset Management,BB+,VRP400RXMD8ZVFSRHR49,2013-02-14,162860,41592810550
ENT-000602,"Becker, Lara and Baker Holdings","Becker, Lara",NO,Telecommunications,BB+,VTMN00YEURANI8Y66W70,2003-07-28,416199,48666635204
ENT-000603,Lee-Wright SAS,Lee-Wright SAS,SG,Utilities,BBB+,,2006-05-17,319504,16405401843
ENT-000604,"Evans, David and Hendrix Ltd","Evans, David",ES,Healthcare,BBB+,6L5N00FLTQ680COG1Z56,1940-01-28,331920,21488050010
ENT-000605,Bush-Vaughn Group,Bush-Vaughn Group,SE,Utilities,BB-,RFJL009VT3X8VE00H246,1975-11-25,367350,17226844529
ENT-000606,Stewart-Bailey Corp,Stewart-Bailey Corp,AU,Real Estate,A+,KBXP00N19QNFPL7QHV46,1957-12-03,8899,532310626
ENT-000607,"Hill, Martinez and Rhodes Holdings","Hill, Martinez",NL,Insurance,AA,NLZT00WXOL4BKUU5CZ26,1925-02-08,79476,34799012595
ENT-000608,Huang-Foster GmbH,Huang-Foster GmbH,CH,Insurance,BB,,1964-01-27,177302,26118477837
ENT-000609,Blevins-Ballard BV,Blevins-Ballard BV,NL,Healthcare,AA+,RTSX00OF33QE6JIXUB99,1907-07-28,114829,16142853732
ENT-000610,Williams-Moses Inc,Williams-Moses Inc,JP,Telecommunications,BB+,,1957-12-12,203184,46196609646
ENT-000611,Reed Group AB,Reed Group,DK,Transportation,BBB-,1RYZ00TBVHUAZUN6FH78,1947-09-01,291651,35967447132
ENT-000612,"Scott, Mendoza and Harris Group","Scott, Mendoza",DK,Utilities,BBB-,HVML00JEKBVXSOGB2036,2020-12-21,112387,42462947649
ENT-000613,"Nelson, Hoffman and Nelson & Co","Nelson, Hoffman",CA,Telecommunications,BBB-,BWU500JSLHGMRZZQO172,2019-09-08,449513,16912930352
ENT-000614,Gilbert PLC AG,Gilbert PLC,DE,Private Equity,AA+,54W40087KNUFBHGP5C63,1921-07-19,158371,17789159115
ENT-000615,Sanchez Ltd Corporation,Sanchez Ltd,IT,Insurance,AAA,,1985-07-02,91540,4356674491
ENT-000616,"Perez, Hall and Garcia AG","Perez, Hall",DE,Utilities,BBB,Q5ZJ00AUCYHONBPQGA15,1950-07-10,376905,14943026453
ENT-000617,Love-Garcia & Co,Love-Garcia &,AU,Telecommunications,A,J5IQ00AX54P8RI4BNV68,1966-12-23,345306,25348227715
ENT-000618,Smith PLC Group,Smith PLC,AT,Healthcare,A,LXOU00N91FY6YO8DJE55,1907-09-04,180078,11274658933
ENT-000619,Russell Group AG,Russell Group,IE,Industrials,BB+,W04U00923O359TSUJT31,1987-10-10,61310,48642697567
ENT-000620,Santos-Avila Group,Santos-Avila Group,SE,Transportation,AA,OXOU000Y9IXFY1Z68273,1955-01-03,126800,29016042519
ENT-000621,Morris-Brewer SRL,Morris-Brewer SRL,CA,Hedge Fund,BBB-,TD3A00BEG1CJ8PMOZK59,1976-11-21,324679,45004654907
ENT-000622,Pearson and Sons Limited,Pearson and,IE,Healthcare,BBB,Y9RM00JR211PV58Y9N72,1997-07-25,48270,13241332491
ENT-000623,"Rodgers, Jefferson and Johnson Group","Rodgers, Jefferson",FR,Consumer Goods,BB-,0I9B00L14HOAE527PS69,1996-02-12,342738,3111077657
ENT-000624,Butler and Sons Ltd,Butler and,AU,Private Equity,A,ZR6K00FKLDF4HRA13658,1940-02-03,178304,46667348855
ENT-000625,Osborn Group BV,Osborn Group,LU,Healthcare,AA+,IQZ600DF08UPNZASYW23,1950-01-17,228752,49638246322
ENT-000626,Lopez-Curry Group,Lopez-Curry Group,NO,Real Estate,B+,D5XR00SI7EADGHXTUR94,1920-10-15,293436,13055751587
ENT-000627,Mcdowell-Smith Corporation,Mcdowell-Smith Corporation,SG,Insurance,A,EZAC002EXVA5E742GR71,1969-08-05,289958,45670190485
ENT-000628,"Morrison, Hebert and Rogers AG","Morrison, Hebert",AT,Asset Management,A+,,1991-06-27,76242,30356903157
ENT-000629,Hays-Daniels NV,Hays-Daniels NV,BE,Real Estate,A,,1944-05-01,328707,29005791169
ENT-000630,Small-Anderson Holdings,Small-Anderson Holdings,SE,Energy,AA+,,1977-06-29,22506,25214430187
ENT-000631,"Mcdonald, Lee and Rodriguez AB","Mcdonald, Lee",DK,Energy,AA,Y7OV0050EW25X1FVK165,2000-10-13,44491,11927430400
ENT-000632,Simon Ltd Partners,Simon Ltd,US,Real Estate,A+,OQ3700KTLL8SN5YZ7V94,1984-03-18,176734,47635529413
ENT-000633,Higgins-Smith Group,Higgins-Smith Group,ES,Telecommunications,AA,,1945-02-22,329850,39895823421
ENT-000634,Gibbs-Bradley Group,Gibbs-Bradley Group,BE,Consumer Goods,BB+,7LIG009GMYKVYGW22Y34,1936-09-08,418407,40642045931
ENT-000635,Thompson Ltd NV,Thompson Ltd,BE,Energy,BB-,05WH0023GXRIRJUTFV42,1900-08-03,34899,21191992627
ENT-000636,Wilcox-Robertson GmbH,Wilcox-Robertson GmbH,ES,Insurance,BBB,9VJU00HBP9VRNEGN2B18,1922-11-12,410983,46141032973
ENT-000637,Morales Inc Group,Morales Inc,NO,Utilities,BB-,6UAM00WJPIWUJT4FTL38,1936-06-14,284022,2647073915
ENT-000638,Holden Group Group,Holden Group,CH,Hedge Fund,BBB+,09JR00D4HQFGHDILUV59,1918-01-04,444229,26122078791
ENT-000639,Boyle-Smith Capital,Boyle-Smith Capital,IT,Materials,BB-,0NWN00TJ5R2SLRW4VN19,1930-03-20,413185,14620195801
ENT-000640,Young-Molina BV,Young-Molina BV,SG,Insurance,B+,OIKI00VQA7IZQ2NMNR67,1945-09-28,182582,18161613340
ENT-000641,Turner-Sharp Holdings,Turner-Sharp Holdings,SE,Healthcare,A,,1930-03-30,114900,42321191360
ENT-000642,Green LLC BV,Green LLC,BE,Energy,BBB-,349N001D6DZBC7QK4K33,1929-11-25,272906,13171815098
ENT-000643,"Young, Contreras and Marshall AG","Young, Contreras",DE,Utilities,B,U255000KQPGA8VC1J278,1999-04-22,398919,48829285060
ENT-000644,Sullivan PLC Group,Sullivan PLC,CH,Hedge Fund,B,7IA4001SASCEBFE54U45,1931-06-06,372364,47716654859
ENT-000645,"Carrillo, Vaughn and Fowler GmbH","Carrillo, Vaughn",HK,Telecommunications,B+,VB9E00KTR1T05QXS2U61,1929-12-12,263806,33749638766
ENT-000646,Richardson-Walker Partners,Richardson-Walker Partners,JP,Utilities,BBB-,HVNK00VONNLHAPWF5227,1971-02-13,128194,611339695
ENT-000647,Mendoza Group GmbH,Mendoza Group,HK,Healthcare,BB-,,1983-09-05,373769,23472975467
ENT-000648,"Zhang, Brooks and Miles Limited","Zhang, Brooks",SG,Technology,BB+,OB86007KBQNXPVMSR771,1934-09-19,162718,38319735020
ENT-000649,Todd-Pham Group,Todd-Pham Group,CH,Utilities,AA+,D0UC00SWNQMWMLN2V572,2019-07-23,408591,49598338284
ENT-000650,Gill Ltd Holdings,Gill Ltd,LU,Hedge Fund,B+,9F3L00Z0WF1HWJHBAE63,1927-03-19,223834,41004393183
ENT-000651,"Marks, Miller and Griffin Corporation","Marks, Miller",AU,Banking,AA,,1929-04-27,450289,17340862919
ENT-000652,"Cox, Stark and Rodriguez SAS","Cox, Stark",ES,Telecommunications,A+,H6FY00EY3M0NQ8UT6090,2019-10-25,357552,36892922398
ENT-000653,"Leach, Harris and Herrera AG","Leach, Harris",AU,Healthcare,A+,2I3P00J7K99BV2J3T438,1917-09-10,365638,36688609456
ENT-000654,Murphy PLC Group,Murphy PLC,SE,Healthcare,NR,OUKI00W8X17COPO9MN49,1971-02-12,308513,26689149488
ENT-000655,Wilson-Harris AB,Wilson-Harris AB,NO,Healthcare,A,KVFF00LNCC2ATRD83X16,1905-11-13,69993,25098084072
ENT-000656,"Burns, Nolan and Griffin Holdings","Burns, Nolan",SE,Asset Management,AA,DFLD009CBA7263RJK419,1982-12-16,317816,20840979741
ENT-000657,Chavez PLC & Co,Chavez PLC,CH,Hedge Fund,BBB+,ZDVY00B4XZ3MSKZO3I49,1982-10-08,77982,11610404274
ENT-000658,Bryant-Brown Corporation,Bryant-Brown Corporation,US,Industrials,AA+,VEDQ00FC1YUZPEX7TV36,1965-05-08,82077,14563450548
ENT-000659,Chambers-Parker Group,Chambers-Parker Group,SE,Banking,A,B4JG00RXOZLEL8PL6U99,1944-12-19,218009,30465232177
ENT-000660,Foster Inc BV,Foster Inc,NL,Technology,BBB,5IV8006ZP1WZ2NAR3S37,1995-04-04,204844,38180582743
ENT-000661,"Robinson, Jones and Henderson Capital","Robinson, Jones",LU,Real Estate,BBB+,WP8200QZTT1BLOW2R569,1956-07-21,437686,15422870864
ENT-000662,"Brown, Mcknight and Michael BV","Brown, Mcknight",IT,Banking,BBB-,643Y00UOAIH3IABC2T79,2007-09-14,347777,30284754907
ENT-000663,Andersen Group Corp,Andersen Group,LU,Industrials,BBB-,XKEI009ULTHYCX8AE043,2020-07-17,134800,10374918411
ENT-000664,Mitchell and Sons Capital,Mitchell and,NO,Technology,AA-,FD7L00TTC954AI227824,1989-10-19,401614,32360925756
ENT-000665,Cannon Ltd BV,Cannon Ltd,BE,Healthcare,BB,YKC200MNG806W819FM76,1905-05-07,178362,29435685099
ENT-000666,"Stuart, Brooks and Vance AB","Stuart, Brooks",NO,Banking,B,S3HG00W10C9IX6R1NX35,1933-10-01,1961,23927102097
ENT-000667,Kane-Knox Limited,Kane-Knox Limited,GB,Industrials,BB+,,1974-07-24,393085,3597217220
ENT-000668,Miller-Brandt NV,Miller-Brandt NV,NL,Asset Management,AA-,,2006-09-12,272909,39155143108
ENT-000669,"Anderson, Dalton and Wilson Inc","Anderson, Dalton",JP,Private Equity,BB+,TT1E0032WITPBD7X9Z58,1973-12-06,39015,38547987913
ENT-000670,"Long, Anderson and Irwin AB","Long, Anderson",SE,Hedge Fund,AA+,LKA900LZ57V4NDJM5G37,1949-08-13,163319,7985529030
ENT-000671,Avila LLC Holdings,Avila LLC,AT,Private Equity,BBB-,,1918-01-09,469418,3997801273
ENT-000672,Nunez-Stephens BV,Nunez-Stephens BV,CA,Insurance,BB+,,1948-04-11,388556,8813602533
ENT-000673,"Gray, Hall and Murray Group","Gray, Hall",DE,Hedge Fund,A+,8A6B003ODF76IMG7ZD12,1930-05-23,386862,46659874338
ENT-000674,Hill Ltd Group,Hill Ltd,BE,Private Equity,BBB+,OY5U0004RIPWN3KE9O84,2010-08-07,448873,8115731468
ENT-000675,Johnson Ltd Group,Johnson Ltd,NO,Hedge Fund,BBB,VAEV000YU3U8IZIIBC60,1920-03-17,301252,42961874735
ENT-000676,Mendez-Mayer Corporation,Mendez-Mayer Corporation,SG,Materials,BBB+,3ADH00F025LOXYPHWH55,1987-11-27,256341,21256507370
ENT-000677,Allen Inc Holdings,Allen Inc,NO,Industrials,BBB+,AQC600CQKO5FKPA2TV54,1980-08-17,105352,18857561527
ENT-000678,Wheeler Group AG,Wheeler Group,CH,Insurance,AA-,PE2X00N9TXFJNJD5SL61,1943-04-14,471227,18394643209
ENT-000679,"Powers, Brennan and Sanchez BV","Powers, Brennan",HK,Private Equity,BBB,YUW200TGRTFA11PMRG49,2005-03-07,104588,28470781256
ENT-000680,Morales and Sons Corporation,Morales and,IE,Healthcare,B+,MNW600L4M1TRPUYD6I15,1995-12-29,387257,4606898957
ENT-000681,"Robinson, Shields and Brown Holdings","Robinson, Shields",AT,Consumer Goods,BBB+,E0HD00J7O9X66D7WDJ86,1907-12-05,249577,20139187468
ENT-000682,"Holder, Young and Hendricks AG","Holder, Young",AT,Consumer Goods,AA-,107R00925DSIUAZ71U31,2012-07-16,299747,43041519459
ENT-000683,"Flores, Harper and Chambers BV","Flores, Harper",AU,Asset Management,AA,3IBG003HKCQWB00N1197,1928-07-17,248380,1623967626
ENT-000684,Young-Walter & Co,Young-Walter &,CH,Transportation,B,TY6D001HFDI3JSTY8784,1928-03-30,434527,42937822908
ENT-000685,"Boyd, Gutierrez and Hill GmbH","Boyd, Gutierrez",AT,Transportation,AA+,HQG400QLV724HK1QDU98,1941-03-23,386412,37367473284
ENT-000686,"Fry, Hobbs and Buck Group","Fry, Hobbs",FR,Private Equity,BB+,OXZ300BG52IB4TCTDS21,1998-06-29,71407,12146740433
ENT-000687,"Shelton, Peters and Williams Partners","Shelton, Peters",US,Banking,AAA,4H2H00WSWCZT0LFJ4B11,1905-06-12,43858,9975146982
ENT-000688,David-Powers GmbH,David-Powers GmbH,LU,Asset Management,AA,YR2P006XCW8AFMNE6X47,1997-12-05,426133,39290218651
ENT-000689,"Flores, Butler and Hernandez Partners","Flores, Butler",LU,Technology,AA,KS1F003KWBNBPAVAJI54,1964-11-10,379541,19395702893
ENT-000690,White-Medina Holdings,White-Medina Holdings,BE,Real Estate,B,NEO200S9NBLGU0TBQO40,2010-11-27,186172,38331147058
ENT-000691,Atkinson LLC Holdings,Atkinson LLC,CH,Hedge Fund,BB-,C27500JT660J08XTR541,1933-09-05,277002,7077100424
ENT-000692,"Thomas, Ford and Brown Capital","Thomas, Ford",DK,Hedge Fund,AA-,FCZW00KGUY0OFIPZN077,1955-07-20,408060,5376754499
ENT-000693,Faulkner-Grant NV,Faulkner-Grant NV,IT,Private Equity,BB-,,1928-02-11,185962,3751611984
ENT-000694,Price LLC GmbH,Price LLC,CH,Consumer Goods,AA-,IYMY00K86ADNOKKU3S12,1966-02-05,126595,49633129992
ENT-000695,Rivera Inc Group,Rivera Inc,BE,Real Estate,BB+,3J0E00VZYMKX9KHH8334,1921-12-04,206956,16013675172
ENT-000696,Boone-Davis Ltd,Boone-Davis Ltd,JP,Consumer Goods,AA,DZQQ005EB9IDYREX9B62,1915-01-19,481374,41876213404
ENT-000697,"Calderon, Williams and Bennett BV","Calderon, Williams",BE,Materials,AAA,89D80042ZSA6HA3VMO80,1943-11-08,360928,23095389530
ENT-000698,"Morrison, Russo and Lopez Partners","Morrison, Russo",ES,Utilities,BBB-,R03V008675YOVM5CV377,1919-07-14,282721,14140178129
ENT-000699,"Ramsey, Hansen and Mendoza SA","Ramsey, Hansen",HK,Asset Management,B+,R4V100OG07VSCQMPD799,1907-09-10,434950,44525321419
ENT-000700,Turner-Stout Group,Turner-Stout Group,GB,Transportation,AA,MROP002BYEE2ABG9SH59,1904-11-23,202534,43611162779
ENT-000701,Giles Ltd & Partners,Giles Ltd,IT,Materials,BBB,7H8100JMBPTPDWR1XF36,1952-02-09,393049,4136707835
ENT-000702,Burgess Group Group,Burgess Group,FR,Healthcare,AAA,6ATQ00GKRYT6EBIN0B95,2008-09-04,431109,34563811779
ENT-000703,Dominguez Ltd AB,Dominguez Ltd,SE,Utilities,BBB-,,1951-04-11,300997,47312485992
ENT-000704,Sanders and Sons Holdings,Sanders and,IT,Utilities,A,,1972-04-14,396486,49812488031
ENT-000705,"Morris, Campbell and Owens Holdings","Morris, Campbell",LU,Energy,BBB+,W1UN002KTVV0Y9Q6KT56,1926-05-14,173210,6723183576
ENT-000706,"Howard, Green and Hunt Capital","Howard, Green",CA,Consumer Goods,AAA,SLW900HGGG23KF8OU762,2000-02-09,247986,26435627200
ENT-000707,Owens-Lang SA,Owens-Lang SA,FR,Materials,BBB-,P6XG00HU9IVLX6X6SX81,1900-07-21,470427,7145134111
ENT-000708,"Harrison, Franco and Rocha Holdings","Harrison, Franco",JP,Real Estate,B+,,1961-04-01,15707,26402304953
ENT-000709,Edwards-Williams SAS,Edwards-Williams SAS,LU,Real Estate,BB+,TFXD00TUMW7HU3D35177,1921-07-26,132094,16506981493
ENT-000710,Figueroa Inc LLC,Figueroa Inc,AU,Materials,BB-,FV1400J643F1AYSV6O17,1990-06-01,105946,4617433544
ENT-000711,Tran-Silva AB,Tran-Silva AB,SG,Industrials,B+,M84B00CTWKKV4LQ15S84,2012-07-01,75322,47460773561
ENT-000712,"Butler, Hernandez and Rivera Capital","Butler, Hernandez",SE,Transportation,BB-,KARP00KFZQFO5YVMTD72,1908-07-23,84405,49673206558
ENT-000713,Hudson-Sanchez Group,Hudson-Sanchez Group,IE,Transportation,AA,1A7Y00J8HQDE7M7H6O69,1983-04-21,5589,12488309765
ENT-000714,"Pena, Cohen and Scott SA","Pena, Cohen",FR,Consumer Goods,A,FNHP0039LQT9NGQ6TL85,2003-11-09,169366,8795272312
ENT-000715,Levy-May AB,Levy-May AB,DK,Materials,A,B3PK00BQY3OT760RS619,2014-09-01,48385,33836631836
ENT-000716,Murray-Oconnor & Partners,Murray-Oconnor &,LU,Asset Management,BB+,GWJ700PUM32YP15I3I24,1973-04-14,15296,14338724949
ENT-000717,Jackson-Cortez SRL,Jackson-Cortez SRL,LU,Utilities,AAA,8A2V00ZPY9QZO7IO2F11,1967-06-28,283450,4911951210
ENT-000718,White-Preston Holdings,White-Preston Holdings,CH,Asset Management,BB+,WLF900YXAM97YOFCX719,2001-11-22,208640,34226335906
ENT-000719,"Bernard, Warren and Combs Group","Bernard, Warren",IE,Real Estate,BBB,,1942-03-17,225433,41332447187
ENT-000720,Landry Ltd & Co,Landry Ltd,AT,Transportation,BB+,TAF600BLBV0XT9VYSK26,2009-05-28,268553,45327212874
ENT-000721,Duran Group Holdings,Duran Group,DE,Healthcare,BBB,KQTQ0036ZPMG6OOH1X13,1968-04-07,409084,6932281239
ENT-000722,Kirby and Sons NV,Kirby and,IT,Industrials,A,TNFW006SZF4LUR02TY10,2022-06-07,327794,16288356452
ENT-000723,Mann Inc Group,Mann Inc,SE,Transportation,BB-,JB6M009NWYUBEKT2MN42,1982-08-30,311224,14577506784
ENT-000724,Wagner LLC GmbH,Wagner LLC,JP,Insurance,BB+,3KWW00ETUJO55H877M31,1933-06-26,279476,24745546396
ENT-000725,Williamson Ltd Partners,Williamson Ltd,ES,Healthcare,BBB,8O8G008HZMVYD47DZN13,1969-04-24,497861,38011085640
ENT-000726,"Durham, Hopkins and Smith Group","Durham, Hopkins",NL,Real Estate,BBB+,LRY300IGWEYSU7ERRB76,1948-04-16,416007,4456946964
ENT-000727,"Arnold, Smith and Moreno AB","Arnold, Smith",SE,Real Estate,BBB,LLQL00LD0N53R4SIP415,1926-11-10,365504,46661736378
ENT-000728,Nichols-Mitchell Group,Nichols-Mitchell Group,FR,Energy,A,1D1G00NT9ZSUV41AMI75,1924-07-22,490310,35781013925
ENT-000729,"Li, Craig and Drake Holdings","Li, Craig",NO,Utilities,BB+,85VO001TK5EZS96KW064,2010-02-09,151022,35123376650
ENT-000730,Rodriguez Inc LLC,Rodriguez Inc,JP,Utilities,BB+,WECY009A7ABFLXV5CI92,1956-12-12,36313,894930363
ENT-000731,"Hernandez, Lee and Fox Holdings","Hernandez, Lee",NL,Healthcare,B,BHWT00GDK4SNV9RR4938,1952-07-07,337203,10365056336
ENT-000732,Adams-Sanders PLC,Adams-Sanders PLC,GB,Industrials,BBB-,49Z700K8CH3Z3DE4EV92,2011-12-23,48561,26023240242
ENT-000733,Chung-Stevens Holdings,Chung-Stevens Holdings,GB,Hedge Fund,B+,,1947-01-31,256668,13572844336
ENT-000734,Branch and Sons & Co,Branch and,AT,Asset Management,AA,AFQS00DQ26RL0NWRN514,1991-09-05,428179,27717986198
ENT-000735,Sutton-Abbott & Co,Sutton-Abbott &,AT,Asset Management,A,DB5Z008XGQHPZHUUG413,1927-11-06,302339,42757327499
ENT-000736,"Frey, Santos and Johnson Corporation","Frey, Santos",IE,Technology,BBB-,OGDP00L4CKTF6LN82479,1947-11-14,219097,30589529456
ENT-000737,Gray-Tran PLC,Gray-Tran PLC,IT,Asset Management,A,5H3K007UJJ31W0GQ3466,1978-12-23,36648,696269422
ENT-000738,Walsh Ltd Holdings,Walsh Ltd,NL,Consumer Goods,AA+,6QSR00ER6LUU6IF31D56,1998-04-29,98807,744273232
ENT-000739,Miller Group Partners,Miller Group,US,Materials,AA+,TV7500SSUMH0ZNSGWO17,1936-03-30,9099,14182526676
ENT-000740,"Mueller, Knight and Hodge Holdings","Mueller, Knight",DK,Industrials,AAA,34UD00C4FH065AFU2085,1916-08-05,158759,30918880192
ENT-000741,Jacobson Inc AB,Jacobson Inc,AU,Energy,B,0GWH00AOQHVD8FBFFH25,2018-06-16,73218,4524862914
ENT-000742,Lewis Ltd Ltd,Lewis Ltd,IE,Private Equity,A-,YEND006BWBEM0TPI7037,1977-06-01,199388,14333750978
ENT-000743,"Alvarez, Williams and Jones GmbH","Alvarez, Williams",AT,Asset Management,BBB-,GXXK00SF2GDAUOS74U51,1967-05-23,67542,42190586770
ENT-000744,Lam-Elliott LLC,Lam-Elliott LLC,SG,Asset Management,BBB,N8Z400C0X2HYVEZRAD68,1934-03-25,222235,25491456114
ENT-000745,White LLC GmbH,White LLC,AT,Real Estate,AA+,NL7H00A752A97PNFIR17,1979-07-05,376889,26136580561
ENT-000746,Ali PLC AB,Ali PLC,NO,Energy,BBB+,,1923-04-29,66323,20873687879
ENT-000747,Goodwin Ltd Holdings,Goodwin Ltd,BE,Technology,B+,6MJ5003YXHZKIEW6OR91,1955-04-25,326592,21753604223
ENT-000748,Hickman-Evans PLC,Hickman-Evans PLC,IT,Utilities,B+,2MK4008J4E3QABCE2E36,1999-05-18,120518,30495987818
ENT-000749,"Allen, Davenport and Price Capital","Allen, Davenport",DK,Insurance,BBB+,7RPB00AD0NDV5DMCDS62,1909-09-02,242202,15945686856
ENT-000750,"Rivera, Campos and Taylor Group","Rivera, Campos",NL,Healthcare,AAA,B5NT00JK2GZAUGTTMP64,1936-09-15,63184,2410684190
ENT-000751,"Ramsey, Mason and Mccann NV","Ramsey, Mason",NL,Banking,AA+,Y5HO0037PJPO3CVS3Z70,1947-09-24,211289,27551473482
ENT-000752,Davis and Sons Group,Davis and,FR,Real Estate,AAA,LV1200BVXEJAXVT7CZ99,1956-07-12,130710,7334739816
ENT-000753,Peterson PLC Holdings,Peterson PLC,NL,Real Estate,BBB-,BVS300K337OV9WXHVY63,1918-04-25,215433,29670059437
ENT-000754,"Sanders, Ayala and Johnson SA","Sanders, Ayala",FR,Consumer Goods,BBB,R8RU00I31PHYSVKUEV11,1929-08-19,463179,11426097261
ENT-000755,Bowers-Hayes Ltd,Bowers-Hayes Ltd,GB,Technology,B,BQ6400DO4XXWXJ46T920,1926-04-22,470530,4775917689
ENT-000756,Kelly Group Group,Kelly Group,IT,Telecommunications,BBB-,,2018-09-10,266462,18296814124
ENT-000757,Lopez-Willis AG,Lopez-Willis AG,AT,Materials,A,1Q5M00S7UPSPAG3JBR70,1933-11-24,199370,6714976849
ENT-000758,Miller-Montgomery Partners,Miller-Montgomery Partners,CA,Banking,BBB,DXDF006YV2VP6F0O7Y71,1907-09-28,308732,14408174452
ENT-000759,Marquez Inc Capital,Marquez Inc,FR,Asset Management,BBB-,22PM00B6XGK6YULND784,2014-11-01,23690,42454853008
ENT-000760,Moore-Dawson Capital,Moore-Dawson Capital,NO,Private Equity,A+,KVNI00JWAQLCAUDF9M41,1900-01-23,263481,42810879108
ENT-000761,"Moore, Price and Ward Holdings","Moore, Price",HK,Transportation,BBB+,OZIB00P9OF9SVCA3DC24,1964-03-11,346659,45525422172
